2011 COD AREA 6A WITH discards Landings                                                   
1 3
1978 2010
1  7
1
0.63	1.373	3.389	5.262	7.096	8.686	9.857
0.693	1.373	2.828	4.853	6.433	7.784	9.636
0.624	1.375	3.002	5.277	7.422	8.251	9.331
0.55	1.166	2.839	4.923	7.518	9.314	10.328
0.692	1.468	2.737	4.749	6.113	7.227	9.856
0.583	1.265	2.995	4.398	6.305	8.084	9.744
0.735	1.402	3.168	5.375	6.601	8.606	10.35
0.628	1.183	2.597	4.892	6.872	8.344	9.766
0.71	1.211	2.785	4.655	6.336	8.283	9.441
0.531	1.312	2.783	4.574	6.161	7.989	10.062
0.806	1.182	2.886	5.145	6.993	8.204	9.803
0.704	1.298	2.425	4.737	7.027	7.52	9.594
0.613	1.275	2.815	4.314	7.021	9.027	11.671
0.64	1.095	2.618	4.346	6.475	8.134	10.076
0.686	1.293	2.607	4.268	6.19	7.844	10.598
0.775	1.316	2.94	4.646	6.244	7.802	8.409
0.644	1.292	2.899	4.71	6.389	8.423	8.409
0.606	1.148	2.857	4.956	6.771	8.539	9.505
0.667	1.221	2.738	5.056	6.892	8.088	10.759
0.595	1.21	2.571	4.805	6.952	7.821	9.63
0.605	1.061	2.264	4.506	6.104	8.017	9.612
0.691	1.039	2.194	4.688	6.486	8.252	9.439
0.689	1.261	2.457	4.126	6.666	7.917	8.392
0.654	0.988	2.679	4.568	5.86	7.741	9.386
0.668	1.14	2.33	4.841	6.175	7.192	9.548
0.671	1.016	2.312	3.854	6.22	8.075	8.839
0.609	1.027	2.194	4.396	6.003	8.258	9.678
0.776	1.172	2.624	4.118	4.908	6.753	10.24
0.656	1.169	2.236	3.822	6.172	7.796	8.132
0.476	0.976	2.512	4.285	6.491	7.733	8.81
0.557	1.195	2.943	4.775	6.329	7.957	8.471
1.048	1.96	2.916	4.743	5.853	8.171	8.646
0	1.385	2.284	3.797	5.029	5.605	7.974
